,ST_CASE,HARM_EV_2015
5955,90184,Motor Vehicle In-Transport
5956,90186,Motor Vehicle In-Transport
5957,90187,Other Fixed Object
5958,90188,Rollover/Overturn
5959,90189,Pedestrian
5960,90190,Motor Vehicle In-Transport
5961,90191,Motor Vehicle In-Transport
5962,90192,Pedestrian
5963,90193,Pedalcyclist
5964,90194,Motor Vehicle In-Transport
5965,90195,"Other Post, Other Pole, or Other Supports"
5966,90196,Rollover/Overturn
5967,90197,Pedestrian
5968,90198,Motor Vehicle In-Transport
5969,90199,Concrete Traffic Barrier
5970,90200,Motor Vehicle In-Transport
5971,90201,Motor Vehicle In-Transport
5972,90202,Motor Vehicle In-Transport
5973,90203,Pedestrian
5974,90205,Tree (Standing Only)
5975,90206,Motor Vehicle In-Transport
5976,90207,Pedestrian
5977,90208,Guardrail Face
5978,90209,Tree (Standing Only)
5979,90210,Rollover/Overturn
5980,90211,Rollover/Overturn
5981,90212,Utility Pole/Light Support
5982,90213,Motor Vehicle In-Transport
5983,90214,Pedestrian
5984,90215,Motor Vehicle In-Transport
5985,90216,Pedestrian
5986,90217,Embankment
5987,90218,Boulder
5988,90219,Motor Vehicle In-Transport
5989,90220,Other Fixed Object
5990,90221,Motor Vehicle In-Transport
5991,90222,Guardrail Face
5992,90223,Guardrail Face
5993,90224,Bridge Rail (Includes Parapet)
5994,90225,"Other Post, Other Pole, or Other Supports"
5995,90226,Motor Vehicle In-Transport
5996,90227,Motor Vehicle In-Transport
5997,90228,Motor Vehicle In-Transport
5998,90229,Pedestrian
5999,90230,Curb
6000,90231,Pedestrian
6001,90232,Motor Vehicle In-Transport
6002,90233,Motor Vehicle In-Transport
6003,90234,Tree (Standing Only)
6004,90235,Motor Vehicle In-Transport
6005,90237,Guardrail Face
6006,90238,Motor Vehicle In-Transport
6007,90239,Pedestrian
6008,90240,Motor Vehicle In-Transport
6009,90241,Motor Vehicle In-Transport
6010,90242,Motor Vehicle In-Transport
6011,90243,Other Traffic Barrier
6012,90244,Motor Vehicle In-Transport
6013,90245,Rollover/Overturn
6014,90246,Embankment
6015,90247,Guardrail Face
6016,90248,Pedestrian
6017,90249,Pedestrian
6018,90250,Motor Vehicle In-Transport
6019,90251,Motor Vehicle In-Transport
6020,90252,Curb
6021,90253,Motor Vehicle In-Transport
6022,90254,Motor Vehicle In-Transport
6023,90255,Motor Vehicle In-Transport
6024,90256,Pedestrian
6025,90257,Curb
6026,90258,Utility Pole/Light Support
6027,90259,Pedalcyclist
6028,90260,Pedestrian
6029,90261,Rollover/Overturn
6030,90262,Pedestrian
6031,90263,Curb
6032,90264,Fell/Jumped from Vehicle
6033,100001,Tree (Standing Only)
6034,100002,Guardrail Face
6035,100003,Tree (Standing Only)
6036,100004,Pedestrian
6037,100005,Motor Vehicle In-Transport
6038,100006,Pedestrian
6039,100007,Pedestrian
6040,100008,Utility Pole/Light Support
6041,100009,Motor Vehicle In-Transport
6042,100010,Motor Vehicle In-Transport
6043,100011,Motor Vehicle In-Transport
6044,100012,Motor Vehicle In-Transport
6045,100013,Pedestrian
6046,100014,Pedestrian
6047,100015,Motor Vehicle In-Transport
6048,100016,Motor Vehicle In-Transport
6049,100017,Motor Vehicle In-Transport
6050,100018,Ditch
6051,100019,Motor Vehicle In-Transport
6052,100020,Motor Vehicle In-Transport
6053,100021,Motor Vehicle In-Transport
6054,100022,Embankment
6055,100023,Utility Pole/Light Support
6056,100024,Pedestrian
6057,100025,Embankment
6058,100026,Motor Vehicle In-Transport
6059,100027,Pedestrian
6060,100028,Motor Vehicle In-Transport
6061,100029,Non-Motorist on Personal Conveyance
6062,100030,Fell/Jumped from Vehicle
6063,100031,Pedestrian
6064,100032,Tree (Standing Only)
6065,100033,Utility Pole/Light Support
6066,100034,Utility Pole/Light Support
6067,100035,Pedestrian
6068,100036,Pedestrian
6069,100037,Motor Vehicle In-Transport
6070,100038,Motor Vehicle In-Transport
6071,100039,Tree (Standing Only)
6072,100040,Pedestrian
6073,100041,Motor Vehicle In-Transport
6074,100042,Pedestrian
6075,100043,Pedestrian
6076,100044,Embankment
6077,100045,Motor Vehicle In-Transport
6078,100046,Motor Vehicle In-Transport
6079,100047,Tree (Standing Only)
6080,100048,Pedestrian
6081,100049,Traffic Sign Support
6082,100050,Pedestrian
6083,100051,Motor Vehicle In-Transport
6084,100052,Ditch
6085,100053,Motor Vehicle In-Transport
6086,100054,Pedestrian
6087,100055,Fell/Jumped from Vehicle
6088,100056,Motor Vehicle In-Transport
6089,100057,"Other Post, Other Pole, or Other Supports"
6090,100058,Motor Vehicle In-Transport
6091,100059,Motor Vehicle In-Transport
6092,100060,Motor Vehicle In-Transport
6093,100061,Rollover/Overturn
6094,100062,Pedestrian
6095,100063,Rollover/Overturn
6096,100064,Tree (Standing Only)
6097,100065,Pedestrian
6098,100066,Motor Vehicle In-Transport
6099,100067,Pedestrian
6100,100068,Pedalcyclist
6101,100069,Motor Vehicle In-Transport
6102,100070,Tree (Standing Only)
6103,100071,Motor Vehicle In-Transport
6104,100072,Curb
6105,100073,Motor Vehicle In-Transport
6106,100074,Motor Vehicle In-Transport
6107,100075,Motor Vehicle In-Transport
6108,100076,Pedestrian
6109,100077,Embankment
6110,100078,Live Animal
6111,100079,Motor Vehicle In-Transport
6112,100080,Pedestrian
6113,100081,Pedestrian
6114,100082,Motor Vehicle In-Transport
6115,100083,Motor Vehicle In-Transport
6116,100084,Parked Motor Vehicle
6117,100085,Pedestrian
6118,100086,Pedestrian
6119,100087,Tree (Standing Only)
6120,100088,Motor Vehicle In-Transport
6121,100089,Pedestrian
6122,100090,Pedalcyclist
6123,100091,Motor Vehicle In-Transport
6124,100092,Motor Vehicle In-Transport
6125,100093,Motor Vehicle In-Transport
6126,100094,Pedestrian
6127,100095,Motor Vehicle In-Transport
6128,100096,Pedestrian
6129,100097,Motor Vehicle In-Transport
6130,100098,Motor Vehicle In-Transport
6131,100099,Motor Vehicle In-Transport
6132,100100,Motor Vehicle In-Transport
6133,100101,Motor Vehicle In-Transport
6134,100102,Pedestrian
6135,100103,Pedestrian
6136,100104,Fence
6137,100105,Motor Vehicle In-Transport
6138,100106,Motor Vehicle In-Transport
6139,100107,Curb
6140,100108,Tree (Standing Only)
6141,100109,Motor Vehicle In-Transport
6142,100110,Motor Vehicle In-Transport
6143,100111,Motor Vehicle In-Transport
6144,100112,Motor Vehicle In-Transport
6145,100113,Motor Vehicle In-Transport
6146,100114,Fence
6147,100115,Ditch
6148,100116,Pedestrian
6149,100117,Pedestrian
6150,100118,Pedestrian
6151,100119,Pedestrian
6152,100120,Pedalcyclist
6153,100121,Pedestrian
6154,100122,Pedestrian
6155,100123,Motor Vehicle In-Transport
6156,100124,Motor Vehicle In-Transport
6157,100125,Pedestrian
6158,100126,Traffic Sign Support
6159,100127,Other Object (Not Fixed)
6160,110001,Pedestrian
6161,110002,Motor Vehicle In-Transport
6162,110003,Parked Motor Vehicle
6163,110004,Curb
6164,110005,Pedestrian
6165,110006,Pedestrian
6166,110007,Motor Vehicle In-Transport
6167,110008,Pedestrian
6168,110009,Pedestrian
6169,110010,Curb
6170,110011,Pedestrian
6171,110012,Motor Vehicle In-Transport
6172,110013,Pedestrian
6173,110014,Concrete Traffic Barrier
6174,110015,Pedestrian
6175,110016,Pedestrian
6176,110017,Pedestrian
6177,110018,Pedestrian
6178,110019,Motor Vehicle In-Transport
6179,110020,Pedalcyclist
6180,110021,Motor Vehicle In-Transport
6181,110022,Pedestrian
6182,110023,Motor Vehicle In-Transport
6183,120001,Pedestrian
6184,120002,Tree (Standing Only)
6185,120003,Curb
6186,120004,Concrete Traffic Barrier
6187,120005,Motor Vehicle In-Transport
6188,120006,Curb
6189,120007,Motor Vehicle In-Transport
6190,120008,Pedestrian
6191,120009,Motor Vehicle In-Transport
6192,120010,Concrete Traffic Barrier
6193,120011,Curb
6194,120014,Pedestrian
6195,120015,Curb
6196,120016,Motor Vehicle In-Transport
6197,120017,Motor Vehicle In-Transport
6198,120018,Pedestrian
6199,120019,Motor Vehicle In-Transport
6200,120021,Pedestrian
6201,120022,Rollover/Overturn
6202,120023,Rollover/Overturn
6203,120024,Concrete Traffic Barrier
6204,120025,Culvert
6205,120026,Motor Vehicle In-Transport
6206,120027,Pedestrian
6207,120028,Curb
6208,120029,Traffic Sign Support
6209,120030,Pedestrian
6210,120031,Pedestrian
6211,120032,Guardrail Face
6212,120034,Motor Vehicle In-Transport
6213,120036,Motor Vehicle In-Transport
6214,120037,Pedestrian
6215,120038,Motor Vehicle In-Transport
6216,120039,Motor Vehicle In-Transport
6217,120040,Rollover/Overturn
6218,120041,Pedalcyclist
6219,120042,Motor Vehicle In-Transport
6220,120043,Motor Vehicle In-Transport
6221,120044,Motor Vehicle In-Transport
6222,120045,Motor Vehicle In-Transport
6223,120046,Motor Vehicle In-Transport
6224,120047,Motor Vehicle In-Transport
6225,120048,Motor Vehicle In-Transport
6226,120049,Motor Vehicle In-Transport
6227,120050,Pedestrian
6228,120051,Pedestrian
6229,120052,Motor Vehicle In-Transport
6230,120053,Tree (Standing Only)
6231,120054,Motor Vehicle In-Transport
6232,120055,Curb
6233,120056,Rollover/Overturn
6234,120057,Concrete Traffic Barrier
6235,120058,Pedestrian
6236,120059,Rollover/Overturn
6237,120060,Pedestrian
6238,120061,Motor Vehicle In-Transport
6239,120062,Bridge Pier or Support
6240,120063,Motor Vehicle In-Transport
6241,120064,Pedestrian
6242,120065,Motor Vehicle In-Transport
6243,120066,Motor Vehicle In-Transport
6244,120067,Pedestrian
6245,120068,Concrete Traffic Barrier
6246,120069,Pedestrian
6247,120070,Motor Vehicle In-Transport
6248,120071,Pedestrian
6249,120072,Motor Vehicle In-Transport
6250,120073,Pedestrian
6251,120074,Motor Vehicle In-Transport
6252,120075,Motor Vehicle In-Transport
6253,120076,Motor Vehicle In-Transport
6254,120077,Motor Vehicle In-Transport
6255,120078,Motor Vehicle In-Transport
6256,120079,Rollover/Overturn
6257,120080,Pedestrian
6258,120081,Motor Vehicle In-Transport
6259,120082,Rollover/Overturn
6260,120083,Pedalcyclist
6261,120084,Motor Vehicle In-Transport
6262,120085,Pedestrian
6263,120086,Motor Vehicle In-Transport
6264,120087,Motor Vehicle In-Transport
6265,120088,Pedalcyclist
6266,120089,Pedestrian
6267,120090,Pedestrian
6268,120091,Tree (Standing Only)
6269,120092,Pedestrian
6270,120093,Motor Vehicle In-Transport
6271,120094,Motor Vehicle In-Transport
6272,120095,Motor Vehicle In-Transport
6273,120096,Pedestrian
6274,120097,Curb
6275,120098,Pedestrian
6276,120099,Motor Vehicle In-Transport
6277,120100,Utility Pole/Light Support
6278,120101,Motor Vehicle In-Transport
6279,120102,Motor Vehicle In-Transport
6280,120103,Concrete Traffic Barrier
6281,120104,Motor Vehicle In-Transport
6282,120105,Motor Vehicle In-Transport
6283,120106,Curb
6284,120107,Pedestrian
6285,120108,Pedestrian
6286,120109,Motor Vehicle In-Transport
6287,120110,Motor Vehicle In-Transport
6288,120111,Motor Vehicle In-Transport
6289,120112,Parked Motor Vehicle
6290,120113,Pedestrian
6291,120114,Motor Vehicle In-Transport
6292,120115,Curb
6293,120117,Rollover/Overturn
6294,120118,"Other Post, Other Pole, or Other Supports"
6295,120119,Fence
6296,120120,Motor Vehicle In-Transport
6297,120121,Rollover/Overturn
6298,120122,Tree (Standing Only)
6299,120123,Motor Vehicle In-Transport
6300,120124,Rollover/Overturn
6301,120125,Pedestrian
6302,120126,Motor Vehicle In-Transport
6303,120127,Rollover/Overturn
6304,120128,Utility Pole/Light Support
6305,120129,Motor Vehicle In-Transport
6306,120130,Tree (Standing Only)
6307,120131,Motor Vehicle In-Transport
6308,120132,Motor Vehicle In-Transport
6309,120134,Pedestrian
6310,120135,Non-Motorist on Personal Conveyance
6311,120136,Rollover/Overturn
6312,120137,Pedalcyclist
6313,120138,Pedestrian
6314,120139,Motor Vehicle In-Transport
6315,120140,Motor Vehicle In-Transport
6316,120141,Motor Vehicle In-Transport
6317,120142,Motor Vehicle In-Transport
6318,120143,Immersion or Partial Immersion
6319,120144,Pedestrian
6320,120145,Non-Motorist on Personal Conveyance
6321,120146,Pedestrian
6322,120147,Pedestrian
6323,120148,Pedestrian
6324,120149,Curb
6325,120150,Pedestrian
6326,120151,Motor Vehicle In-Transport
6327,120152,Rollover/Overturn
6328,120153,Tree (Standing Only)
6329,120154,Pedestrian
6330,120155,Motor Vehicle In-Transport
6331,120157,Rollover/Overturn
6332,120158,Rollover/Overturn
6333,120159,Motor Vehicle In-Transport
6334,120160,Motor Vehicle In-Transport
6335,120161,Pedestrian
6336,120162,Motor Vehicle In-Transport
6337,120163,Rollover/Overturn
6338,120164,Rollover/Overturn
6339,120165,Rollover/Overturn
6340,120166,Rollover/Overturn
6341,120167,Ditch
6342,120168,Rollover/Overturn
6343,120169,Fence
6344,120170,Guardrail Face
6345,120171,Motor Vehicle In-Transport
6346,120172,Motor Vehicle In-Transport
6347,120174,Pedestrian
6348,120175,Pedalcyclist
6349,120176,Pedestrian
6350,120177,"Other Post, Other Pole, or Other Supports"
6351,120178,Tree (Standing Only)
6352,120179,Utility Pole/Light Support
6353,120180,Motor Vehicle In-Transport
6354,120181,Parked Motor Vehicle
6355,120182,Pedestrian
6356,120183,Tree (Standing Only)
6357,120184,Guardrail Face
6358,120185,Curb
6359,120186,Fell/Jumped from Vehicle
6360,120187,Guardrail End
6361,120188,Motor Vehicle In-Transport
6362,120189,Mail Box
6363,120190,Motor Vehicle In-Transport
6364,120191,Rollover/Overturn
6365,120192,Pedestrian
6366,120193,Motor Vehicle In-Transport
6367,120194,Rollover/Overturn
6368,120195,Pedestrian
6369,120196,Pedestrian
6370,120197,Curb
6371,120199,Motor Vehicle In-Transport
6372,120200,Pedestrian
6373,120202,Concrete Traffic Barrier
6374,120203,Motor Vehicle In-Transport
6375,120204,Pedalcyclist
6376,120205,Motor Vehicle In-Transport
6377,120206,Traffic Sign Support
6378,120207,Motor Vehicle In-Transport
6379,120208,Motor Vehicle In-Transport
6380,120209,Cable Barrier
6381,120210,Motor Vehicle In-Transport
6382,120211,Pedestrian
6383,120212,Pedestrian
6384,120213,Pedestrian
6385,120214,Motor Vehicle In-Transport
6386,120215,Motor Vehicle In-Transport
6387,120217,Motor Vehicle In-Transport
6388,120218,Pedestrian
6389,120219,Motor Vehicle In-Transport
6390,120220,Motor Vehicle In-Transport
6391,120221,Curb
6392,120222,Motor Vehicle In-Transport
6393,120223,Motor Vehicle In-Transport
6394,120225,Pedestrian
6395,120226,Pedestrian
6396,120227,Utility Pole/Light Support
6397,120228,Utility Pole/Light Support
6398,120229,Motor Vehicle In-Transport
6399,120231,Tree (Standing Only)
6400,120232,Pedestrian
6401,120233,Motor Vehicle In-Transport
6402,120234,Pedestrian
6403,120235,Rollover/Overturn
6404,120236,Pedestrian
6405,120237,Ditch
6406,120238,Motor Vehicle In-Transport
6407,120239,Pedestrian
6408,120240,Rollover/Overturn
6409,120241,Pedalcyclist
6410,120242,Pedestrian
6411,120243,Curb
6412,120244,Tree (Standing Only)
6413,120245,Pedalcyclist
6414,120246,Pedestrian
6415,120247,Motor Vehicle In-Transport
6416,120248,Pedestrian
6417,120249,Culvert
6418,120250,Tree (Standing Only)
6419,120251,Motor Vehicle In-Transport
6420,120252,Pedestrian
6421,120253,Motor Vehicle In-Transport
6422,120254,Motor Vehicle In-Transport
6423,120255,Motor Vehicle In-Transport
6424,120256,Pedestrian
6425,120257,Motor Vehicle In-Transport
6426,120258,Pedestrian
6427,120259,Motor Vehicle In-Transport
6428,120260,Pedestrian
6429,120261,Motor Vehicle In-Transport
6430,120262,Motor Vehicle In-Transport
6431,120263,Rollover/Overturn
6432,120264,Tree (Standing Only)
6433,120265,Motor Vehicle In-Transport
6434,120267,Pedalcyclist
6435,120268,Motor Vehicle In-Transport
6436,120269,Pedalcyclist
6437,120270,Pedestrian
6438,120271,Parked Motor Vehicle
6439,120272,Pedestrian
6440,120273,Tree (Standing Only)
6441,120274,Pedestrian
6442,120276,Pedestrian
6443,120277,Motor Vehicle In-Transport
6444,120278,"Other Post, Other Pole, or Other Supports"
6445,120279,Rollover/Overturn
6446,120280,Rollover/Overturn
6447,120281,Motor Vehicle In-Transport
6448,120282,Utility Pole/Light Support
6449,120283,Curb
6450,120284,Motor Vehicle In-Transport
6451,120285,Motor Vehicle In-Transport
6452,120286,Pedestrian
6453,120287,Pedestrian
6454,120288,Traffic Sign Support
6455,120289,Pedalcyclist
6456,120290,Motor Vehicle In-Transport
6457,120291,Pedestrian
6458,120292,Motor Vehicle In-Transport
6459,120293,Pedalcyclist
6460,120294,Curb
6461,120295,Pedalcyclist
6462,120296,Pedestrian
6463,120297,Tree (Standing Only)
6464,120298,Pedestrian
6465,120299,Motor Vehicle In-Transport
6466,120300,Fence
6467,120302,Immersion or Partial Immersion
6468,120303,Guardrail Face
6469,120304,Motor Vehicle In-Transport
6470,120305,Motor Vehicle In-Transport
6471,120306,Curb
6472,120307,Motor Vehicle In-Transport
6473,120308,Pedestrian
6474,120309,Pedestrian
6475,120310,Motor Vehicle In-Transport
6476,120311,Curb
6477,120312,Motor Vehicle In-Transport
6478,120313,Curb
6479,120314,Rollover/Overturn
6480,120315,Motor Vehicle In-Transport
6481,120317,Pedestrian
6482,120318,Tree (Standing Only)
6483,120319,Guardrail Face
6484,120321,Motor Vehicle In-Transport
6485,120322,Rollover/Overturn
6486,120323,Curb
6487,120324,"Other Post, Other Pole, or Other Supports"
6488,120325,Rollover/Overturn
6489,120326,Pedestrian
6490,120327,Rollover/Overturn
6491,120328,Pedestrian
6492,120329,Motor Vehicle In-Transport
6493,120330,Other Fixed Object
6494,120331,Pedalcyclist
6495,120332,Tree (Standing Only)
6496,120333,Tree (Standing Only)
6497,120334,Motor Vehicle In-Transport
6498,120335,Pedestrian
6499,120336,Motor Vehicle In-Transport
6500,120337,Motor Vehicle In-Transport
6501,120338,Pedalcyclist
6502,120339,Pedalcyclist
6503,120340,Pedestrian
6504,120341,Curb
6505,120342,Curb
6506,120343,Motor Vehicle In-Transport
6507,120344,Motor Vehicle In-Transport
6508,120345,Curb
6509,120346,Utility Pole/Light Support
6510,120347,Pedestrian
6511,120348,Pedestrian
6512,120349,Rollover/Overturn
6513,120350,Motor Vehicle In-Transport
6514,120351,Motor Vehicle In-Transport
6515,120352,Curb
6516,120353,Motor Vehicle In-Transport
6517,120354,Pedestrian
6518,120355,Motor Vehicle In-Transport
6519,120356,Motor Vehicle In-Transport
6520,120357,Motor Vehicle In-Transport
6521,120358,Pedestrian
6522,120359,Motor Vehicle In-Transport
6523,120360,Pedestrian
6524,120362,Motor Vehicle In-Transport
6525,120363,Rollover/Overturn
6526,120364,Motor Vehicle In-Transport
6527,120365,Pedestrian
6528,120366,Embankment
6529,120367,Pedestrian
6530,120368,Motor Vehicle In-Transport
6531,120369,Curb
6532,120370,Pedestrian
6533,120371,Motor Vehicle In-Transport
6534,120372,Culvert
6535,120373,Motor Vehicle In-Transport
6536,120374,"Other Post, Other Pole, or Other Supports"
6537,120375,Pedestrian
6538,120376,Guardrail Face
6539,120377,Rollover/Overturn
6540,120378,Motor Vehicle In-Transport
6541,120379,Tree (Standing Only)
6542,120380,Other Fixed Object
6543,120382,Guardrail Face
6544,120383,Motor Vehicle In-Transport
6545,120384,Curb
6546,120385,Motor Vehicle In-Transport
6547,120386,Pedestrian
6548,120387,Traffic Signal Support
6549,120388,Motor Vehicle In-Transport
6550,120389,Motor Vehicle In-Transport
6551,120390,Motor Vehicle In-Transport
6552,120391,Motor Vehicle In-Transport
6553,120392,Other Fixed Object
6554,120394,Curb
6555,120395,Motor Vehicle In-Transport
6556,120396,Pedestrian
6557,120397,Pedestrian
6558,120398,Rollover/Overturn
6559,120399,Pedestrian
6560,120400,Rollover/Overturn
6561,120401,Motor Vehicle In-Transport
6562,120402,Pedestrian
6563,120403,Other Object (Not Fixed)
6564,120404,Motor Vehicle In-Transport
6565,120405,Fence
6566,120406,Motor Vehicle In-Transport
6567,120407,Motor Vehicle In-Transport
